delivery_route_id,order_id,distance_km,estimated_time_min
1330,1330,7.56,28
1331,1331,8.27,30
1332,1332,13.39,45
1333,1333,14.14,47
1334,1334,2.31,12
1335,1335,13.27,45
1336,1336,12.01,41
1337,1337,9.18,33
1338,1338,7.29,27
1339,1339,9.78,34
1340,1340,3.85,17
1341,1341,13.60,46
1342,1342,8.37,30
1343,1343,9.83,34
1344,1344,13.48,45
1345,1345,7.79,28
1346,1346,12.74,43
1347,1347,5.08,20
1348,1348,1.07,8
1349,1349,11.00,38
1350,1350,11.61,40
1351,1351,8.44,30
1352,1352,5.99,23
1353,1353,9.71,34
1354,1354,16.38,54
1355,1355,4.49,18
1356,1356,17.23,57
1357,1357,6.19,24
1358,1358,5.59,22
1359,1359,4.15,17
1360,1360,3.70,16
1361,1361,5.67,22
1362,1362,10.08,35
1363,1363,3.51,16
1364,1364,13.26,45
1365,1365,3.34,15
1366,1366,5.21,21
1367,1367,8.11,29
1368,1368,6.96,26
1369,1369,3.15,14
1370,1370,10.08,35
1371,1371,10.32,36
1372,1372,9.98,35
1373,1373,3.85,17
1374,1374,1.14,8
1375,1375,7.35,27
1376,1376,13.05,44
1377,1377,6.65,25
1378,1378,13.28,45
1379,1379,12.62,43
1380,1380,8.68,31
1381,1381,7.33,27
1382,1382,9.09,32
1383,1383,8.93,32
1384,1384,8.72,31
1385,1385,1.37,9
1386,1386,13.31,45
1387,1387,2.61,13
1388,1388,0.50,6
1389,1389,8.94,32
1390,1390,16.69,55
1391,1391,10.66,37
1392,1392,10.55,37
1393,1393,2.65,13
1394,1394,4.49,18
1395,1395,14.54,49
1396,1396,5.81,22
1397,1397,9.31,33
1398,1398,3.53,16
1399,1399,9.77,34
1400,1400,3.80,16
1401,1401,4.17,18
1402,1402,14.23,48
1403,1403,4.43,18
1404,1404,6.51,25
1405,1405,6.69,25
1406,1406,8.44,30
1407,1407,5.56,22
1408,1408,10.41,36
1409,1409,9.58,34
1410,1410,8.79,31
1411,1411,5.96,23
1412,1412,4.85,20
1413,1413,7.32,27
1414,1414,7.70,28
1415,1415,4.69,19
1416,1416,7.68,28
1417,1417,3.99,17
1418,1418,7.72,28
1419,1419,11.68,40
1420,1420,4.27,18
1421,1421,9.04,32
1422,1422,10.08,35
1423,1423,6.91,26
1424,1424,7.77,28
1425,1425,6.26,24
1426,1426,8.87,32
1427,1427,8.99,32
1428,1428,0.13,5
1429,1429,7.17,27
1430,1430,9.36,33
1431,1431,9.46,33
1432,1432,12.47,42
1433,1433,10.31,36
1434,1434,7.67,28
1435,1435,13.38,45
1436,1436,7.81,28
1437,1437,8.83,31
1438,1438,6.25,24
1439,1439,7.72,28
1440,1440,5.03,20
1441,1441,15.09,50
1442,1442,9.49,33
1443,1443,6.40,24
1444,1444,6.48,24
1445,1445,5.12,20
1446,1446,7.74,28
1447,1447,9.01,32
1448,1448,11.74,40
1449,1449,10.78,37
1450,1450,16.77,55
1451,1451,13.42,45
1452,1452,5.70,22
1453,1453,7.48,27
1454,1454,4.47,18
1455,1455,6.51,25
1456,1456,13.21,45
1457,1457,10.29,36
1458,1458,0.59,7
1459,1459,5.37,21
1460,1460,14.23,48
1461,1461,6.61,25
1462,1462,4.76,19
1463,1463,6.77,25
1464,1464,7.86,29
1465,1465,10.76,37
1466,1466,7.42,27
1467,1467,12.83,43
1468,1468,6.54,25
1469,1469,12.80,43
1470,1470,12.07,41
1471,1471,6.09,23
1472,1472,2.40,12
1473,1473,3.89,17
1474,1474,6.66,25
1475,1475,15.89,53
1476,1476,5.72,22
1477,1477,6.05,23
1478,1478,3.11,14
1479,1479,3.60,16
1480,1480,8.00,29
1481,1481,13.92,47
1482,1482,8.50,30
1483,1483,6.63,25
1484,1484,7.50,27
1485,1485,5.50,21
1486,1486,7.16,26
1487,1487,10.05,35
1488,1488,6.28,24
1489,1489,10.40,36
1490,1490,6.22,24
1491,1491,6.47,24
1492,1492,13.51,46
1493,1493,9.69,34
1494,1494,12.93,44
1495,1495,11.12,38
1496,1496,0.84,8
1497,1497,7.94,29
1498,1498,4.27,18
1499,1499,12.94,44
1500,1500,9.34,33
1501,1501,7.40,27
1502,1502,4.32,18
1503,1503,2.52,13
1504,1504,6.58,25
1505,1505,13.89,47
1506,1506,7.39,27
1507,1507,8.41,30
1508,1508,7.26,27
1509,1509,7.14,26
1510,1510,9.39,33
1511,1511,7.18,27
1512,1512,8.16,29
1513,1513,9.83,34
1514,1514,4.92,20
1515,1515,4.25,18
1516,1516,4.68,19
1517,1517,10.67,37
1518,1518,9.77,34
1519,1519,11.82,40
1520,1520,6.35,24
1521,1521,9.61,34
1522,1522,10.83,38
1523,1523,13.91,47
1524,1524,4.33,18
1525,1525,5.78,22
1526,1526,14.94,50
1527,1527,13.30,45
1528,1528,10.29,36
1529,1529,4.57,19
1530,1530,3.52,16
1531,1531,4.95,20
1532,1532,9.02,32
1533,1533,5.88,23
1534,1534,19.92,65
1535,1535,8.69,31
1536,1536,10.83,37
1537,1537,5.71,22
1538,1538,1.02,8
1539,1539,12.87,44
1540,1540,5.99,23
1541,1541,8.13,29
1542,1542,5.10,20
1543,1543,5.49,21
1544,1544,14.38,48
1545,1545,12.65,43
1546,1546,10.14,35
1547,1547,5.31,21
1548,1548,10.36,36
1549,1549,3.52,16
1550,1550,13.57,46
1551,1551,12.58,43
1552,1552,8.56,31
1553,1553,5.06,20
1554,1554,3.28,15
1555,1555,6.69,25
1556,1556,6.31,24
1557,1557,16.93,56
1558,1558,6.47,24
1559,1559,3.42,15
1560,1560,1.37,9
1561,1561,6.42,24
1562,1562,9.00,32
1563,1563,7.90,29
1564,1564,11.06,38
1565,1565,11.44,39
1566,1566,10.30,36
1567,1567,5.55,22
1568,1568,8.64,31
1569,1569,4.96,20
1570,1570,9.47,33
1571,1571,14.02,47
1572,1572,3.60,16
1573,1573,7.21,27
1574,1574,8.31,30
1575,1575,12.19,42
1576,1576,11.66,40
1577,1577,9.72,34
1578,1578,9.88,35
1579,1579,1.10,8
1580,1580,13.75,46
1581,1581,7.13,26
1582,1582,5.63,22
1583,1583,3.70,16
1584,1584,8.61,31
1585,1585,15.06,50
1586,1586,9.65,34
1587,1587,2.89,14
1588,1588,12.47,42
1589,1589,2.90,14
1590,1590,12.03,41
1591,1591,9.98,35
1592,1592,3.58,16
1593,1593,7.89,29
1594,1594,8.00,29
1595,1595,6.81,25
1596,1596,10.93,38
1597,1597,5.95,23
1598,1598,8.27,30
1599,1599,10.64,37
1600,1600,5.73,22
1601,1601,10.34,36
1602,1602,12.98,44
1603,1603,8.31,30
1604,1604,9.32,33
1605,1605,4.24,18
1606,1606,10.35,36
1607,1607,5.05,20
1608,1608,12.73,43
1609,1609,11.91,41
1610,1610,2.05,11
1611,1611,8.82,31
1612,1612,4.11,17
1613,1613,8.22,30
1614,1614,8.52,31
1615,1615,2.33,12
1616,1616,5.84,23
1617,1617,4.07,17
1618,1618,4.71,19
1619,1619,13.61,46
1620,1620,17.24,57
1621,1621,5.07,20
1622,1622,3.30,15
1623,1623,11.46,39
1624,1624,17.88,59
1625,1625,3.66,16
1626,1626,14.53,49
1627,1627,7.76,28
1628,1628,9.96,35
1629,1629,7.06,26
1630,1630,4.17,17
1631,1631,6.35,24
1632,1632,3.69,16
1633,1633,1.36,9
1634,1634,12.73,43
1635,1635,12.26,42
1636,1636,13.70,46
1637,1637,2.16,11
1638,1638,13.55,46
1639,1639,11.17,39
1640,1640,7.43,27
1641,1641,12.35,42
1642,1642,5.15,20
1643,1643,5.85,23
1644,1644,4.29,18
1645,1645,9.66,34
1646,1646,11.53,40
1647,1647,3.59,16
1648,1648,11.97,41
1649,1649,8.68,31
1650,1650,13.74,46
1651,1651,6.46,24
1652,1652,7.33,27
1653,1653,16.43,54
1654,1654,1.37,9
1655,1655,6.66,25
1656,1656,14.09,47
1657,1657,11.94,41
1658,1658,9.45,33
1659,1659,19.34,63
1660,1660,10.79,37
1661,1661,12.21,42
1662,1662,10.89,38
1663,1663,8.14,29
1664,1664,5.53,22
1665,1665,6.19,24
1666,1666,11.52,40
1667,1667,6.75,25
1668,1668,8.47,30
1669,1669,6.24,24
1670,1670,6.31,24
1671,1671,5.83,23
1672,1672,5.16,20
1673,1673,7.41,27
1674,1674,8.26,30
1675,1675,14.84,50
1676,1676,4.40,18
1677,1677,8.98,32
1678,1678,7.93,29
1679,1679,0.88,8
1680,1680,4.39,18
1681,1681,1.19,9
1682,1682,15.28,51
1683,1683,10.04,35
1684,1684,9.09,32
1685,1685,1.63,10
1686,1686,2.71,13
1687,1687,9.75,34
1688,1688,8.80,31
1689,1689,13.38,45
1690,1690,4.30,18
1691,1691,11.90,41
1692,1692,2.61,13
1693,1693,9.00,32
1694,1694,6.60,25
1695,1695,4.57,19
1696,1696,9.45,33
1697,1697,8.29,30
1698,1698,6.28,24
1699,1699,5.58,22
1700,1700,14.66,49
1701,1701,5.89,23
1702,1702,14.01,47
1703,1703,9.63,34
1704,1704,14.13,47
1705,1705,6.63,25
1706,1706,3.36,15
1707,1707,6.80,25
1708,1708,6.53,25
1709,1709,10.85,38
1710,1710,8.52,31
1711,1711,5.22,21
1712,1712,8.25,30
1713,1713,16.47,54
1714,1714,5.63,22
1715,1715,7.10,26
1716,1716,4.34,18
1717,1717,17.43,57
1718,1718,9.56,34
1719,1719,9.48,33
1720,1720,5.65,22
1721,1721,10.86,38
1722,1722,0.62,7
1723,1723,10.09,35
1724,1724,3.84,17
1725,1725,4.40,18
1726,1726,4.89,20
1727,1727,1.92,11
1728,1728,10.63,37
1729,1729,6.57,25
1730,1730,12.58,43
1731,1731,9.76,34
1732,1732,3.97,17
1733,1733,6.18,24
1734,1734,9.71,34
1735,1735,6.57,25
1736,1736,2.31,12
1737,1737,10.26,36
1738,1738,8.11,29
1739,1739,12.58,43
1740,1740,4.99,20
1741,1741,15.33,51
1742,1742,5.55,22
1743,1743,14.59,49
1744,1744,7.55,28
1745,1745,6.69,25
1746,1746,5.33,21
1747,1747,4.01,17
1748,1748,14.85,50
1749,1749,2.76,13
1750,1750,5.69,22
1751,1751,1.50,9
1752,1752,11.07,38
1753,1753,8.33,30
1754,1754,2.56,13
1755,1755,5.06,20
1756,1756,1.19,9
1757,1757,5.68,22
1758,1758,10.43,36
1759,1759,10.21,36
1760,1760,10.51,37
1761,1761,10.41,36
1762,1762,13.43,45
1763,1763,5.46,21
1764,1764,7.55,28
1765,1765,13.83,46
1766,1766,10.59,37
1767,1767,6.05,23
1768,1768,5.34,21
1769,1769,3.30,15
1770,1770,9.03,32
1771,1771,5.46,21
1772,1772,6.73,25
1773,1773,13.44,45
1774,1774,7.86,29
1775,1775,5.58,22
1776,1776,7.49,27
1777,1777,4.17,18
1778,1778,1.37,9
1779,1779,9.12,32
1780,1780,5.38,21
1781,1781,12.62,43
1782,1782,12.87,44
1783,1783,5.69,22
1784,1784,8.19,30
1785,1785,1.44,9
1786,1786,10.33,36
1787,1787,6.96,26
1788,1788,9.51,34
1789,1789,14.60,49
1790,1790,11.90,41
1791,1791,6.05,23
1792,1792,2.66,13
1793,1793,11.87,41
1794,1794,15.07,50
1795,1795,4.51,19
1796,1796,5.87,23
1797,1797,15.12,50
1798,1798,9.66,34
1799,1799,6.63,25
1800,1800,15.76,52
1801,1801,1.30,9
1802,1802,9.31,33
1803,1803,9.98,35
1804,1804,9.82,34
1805,1805,13.74,46
1806,1806,8.34,30
1807,1807,8.49,30
1808,1808,14.17,48
1809,1809,4.53,19
1810,1810,11.54,40
1811,1811,13.16,44
1812,1812,7.54,28
1813,1813,10.10,35
1814,1814,6.76,25
1815,1815,9.13,32
1816,1816,6.70,25
1817,1817,9.38,33
1818,1818,4.26,18
1819,1819,5.80,22
1820,1820,10.37,36
1821,1821,5.82,22
1822,1822,11.69,40
1823,1823,12.29,42
1824,1824,6.25,24
1825,1825,17.07,56
1826,1826,6.03,23
1827,1827,4.56,19
1828,1828,4.66,19
1829,1829,9.23,33
1830,1830,3.69,16
1831,1831,11.71,40
1832,1832,10.98,38
1833,1833,4.10,17
1834,1834,9.31,33
1835,1835,11.32,39
1836,1836,11.42,39
1837,1837,8.64,31
1838,1838,7.82,28
1839,1839,13.33,45
1840,1840,5.74,22
1841,1841,8.95,32
1842,1842,12.31,42
1843,1843,9.99,35
1844,1844,9.27,33
1845,1845,6.49,24
1846,1846,12.66,43
1847,1847,4.74,19
1848,1848,8.33,30
1849,1849,6.69,25
1850,1850,7.42,27
1851,1851,5.17,20
1852,1852,10.75,37
1853,1853,10.78,37
1854,1854,5.26,21
1855,1855,4.98,20
1856,1856,12.30,42
1857,1857,7.83,28
1858,1858,2.39,12
1859,1859,1.14,8
1860,1860,7.33,27
1861,1861,5.46,21
1862,1862,7.98,29
1863,1863,8.00,29
1864,1864,6.65,25
1865,1865,4.71,19
1866,1866,10.78,37
1867,1867,5.44,21
1868,1868,13.92,47
1869,1869,12.91,44
1870,1870,11.83,40
1871,1871,8.35,30
1872,1872,12.91,44
1873,1873,10.85,38
1874,1874,10.69,37
1875,1875,13.88,47
1876,1876,4.86,20
1877,1877,16.12,53
1878,1878,9.84,35
1879,1879,5.63,22
1880,1880,4.33,18
1881,1881,8.13,29
1882,1882,15.37,51
1883,1883,17.35,57
1884,1884,8.40,30
1885,1885,10.61,37
1886,1886,7.46,27
1887,1887,5.56,22
1888,1888,8.56,31
1889,1889,4.09,17
1890,1890,9.56,34
1891,1891,10.04,35
1892,1892,7.28,27
1893,1893,5.77,22
1894,1894,2.75,13
1895,1895,5.88,23
1896,1896,6.75,25
1897,1897,13.76,46
1898,1898,7.44,27
1899,1899,6.02,23
1900,1900,14.43,48
1901,1901,4.08,17
1902,1902,11.77,40
1903,1903,6.94,26
1904,1904,6.98,26
1905,1905,7.36,27
1906,1906,15.63,52
1907,1907,8.00,29
1908,1908,13.94,47
1909,1909,4.16,17
1910,1910,2.21,12
1911,1911,5.18,21
1912,1912,14.84,50
1913,1913,9.54,34
1914,1914,6.98,26
1915,1915,11.72,40
1916,1916,7.24,27
1917,1917,2.54,13
1918,1918,4.92,20
1919,1919,7.31,27
1920,1920,14.44,48
1921,1921,6.09,23
1922,1922,9.95,35
1923,1923,10.17,36
1924,1924,14.99,50
1925,1925,4.43,18
1926,1926,8.91,32
1927,1927,13.67,46
1928,1928,9.59,34
1929,1929,10.03,35
1930,1930,4.34,18
1931,1931,1.93,11
1932,1932,11.18,39
1933,1933,4.88,20
1934,1934,9.60,34
1935,1935,0.88,8
1936,1936,14.30,48
1937,1937,7.38,27
1938,1938,12.24,42
1939,1939,11.06,38
1940,1940,2.29,12
1941,1941,10.84,38
1942,1942,9.02,32
1943,1943,16.81,55
1944,1944,2.78,13
1945,1945,12.09,41
1946,1946,13.04,44
1947,1947,9.99,35
1948,1948,4.77,19
1949,1949,10.32,36
1950,1950,11.58,40
1951,1951,3.07,14
1952,1952,11.03,38
1953,1953,4.95,20
1954,1954,11.34,39
1955,1955,5.55,22
1956,1956,10.62,37
1957,1957,6.05,23
1958,1958,9.49,33
1959,1959,8.17,30
1960,1960,13.02,44
1961,1961,15.01,50
1962,1962,14.13,47
1963,1963,8.85,32
1964,1964,11.11,38
1965,1965,4.82,19
1966,1966,13.03,44
1967,1967,3.44,15
1968,1968,9.20,33
1969,1969,10.68,37
1970,1970,10.14,35
1971,1971,9.55,34
1972,1972,8.84,32
1973,1973,4.06,17
1974,1974,4.00,17
1975,1975,2.66,13
1976,1976,10.62,37
1977,1977,16.00,53
1978,1978,10.84,38
1979,1979,8.94,32
1980,1980,8.99,32
1981,1981,13.26,45
1982,1982,8.75,31
1983,1983,4.43,18
1984,1984,4.42,18
1985,1985,7.32,27
1986,1986,4.83,19
1987,1987,3.22,15
1988,1988,11.79,40
1989,1989,8.16,29
1990,1990,9.69,34
1991,1991,8.78,31
1992,1992,12.64,43
1993,1993,11.51,40
1994,1994,8.30,30
1995,1995,7.93,29
1996,1996,3.76,16
1997,1997,6.75,25
1998,1998,9.33,33
1999,1999,9.32,33
2000,2000,7.18,27
2001,2001,6.69,25
2002,2002,7.99,29
2003,2003,3.99,17
2004,2004,13.79,46
2005,2005,5.41,21
2006,2006,11.00,38
2007,2007,17.41,57
2008,2008,6.27,24
2009,2009,9.25,33
2010,2010,2.34,12
2011,2011,11.74,40
2012,2012,8.37,30
2013,2013,4.60,19
2014,2014,8.47,30
2015,2015,6.97,26
2016,2016,9.24,33
2017,2017,12.03,41
2018,2018,3.11,14
2019,2019,5.93,23
2020,2020,7.89,29
2021,2021,10.62,37
2022,2022,11.15,38
2023,2023,3.99,17
2024,2024,7.08,26
2025,2025,18.40,60
2026,2026,12.91,44
2027,2027,2.29,12
2028,2028,7.54,28
2029,2029,3.12,14
2030,2030,4.06,17
2031,2031,12.16,41
2032,2032,1.24,9
2033,2033,14.82,49
2034,2034,7.96,29
2035,2035,8.05,29
2036,2036,10.88,38
2037,2037,7.44,27
2038,2038,11.49,39
2039,2039,6.19,24
2040,2040,7.67,28
2041,2041,11.50,39
2042,2042,9.71,34
2043,2043,7.19,27
2044,2044,6.69,25
2045,2045,11.69,40
2046,2046,1.56,10
2047,2047,7.81,28
2048,2048,2.77,13
2049,2049,14.37,48
2050,2050,15.61,52
2051,2051,1.53,10
2052,2052,5.11,20
2053,2053,13.82,46
2054,2054,9.10,32
2055,2055,8.67,31
2056,2056,6.05,23
2057,2057,12.42,42
2058,2058,11.10,38
2059,2059,11.29,39
2060,2060,10.21,36
2061,2061,6.69,25
2062,2062,5.20,21
2063,2063,4.00,17
2064,2064,12.33,42
2065,2065,12.23,42
2066,2066,5.27,21
2067,2067,7.21,27
2068,2068,4.45,18
2069,2069,1.42,9
2070,2070,9.99,35
2071,2071,16.51,55
2072,2072,1.49,9
2073,2073,5.14,20
2074,2074,9.29,33
2075,2075,3.22,15
2076,2076,6.82,25
2077,2077,13.39,45
2078,2078,7.52,28
2079,2079,9.28,33
2080,2080,14.49,48
2081,2081,3.60,16
2082,2082,8.92,32
2083,2083,6.45,24
2084,2084,7.65,28
2085,2085,3.92,17
2086,2086,4.12,17
2087,2087,4.92,20
2088,2088,11.64,40
2089,2089,3.89,17
2090,2090,2.65,13
2091,2091,6.79,25
2092,2092,6.26,24
2093,2093,6.75,25
2094,2094,10.14,35
2095,2095,11.96,41
2096,2096,2.58,13
2097,2097,13.67,46
2098,2098,10.39,36
2099,2099,2.97,14
2100,2100,2.71,13
2101,2101,6.02,23
2102,2102,6.71,25
2103,2103,3.06,14
2104,2104,4.57,19
2105,2105,8.52,31
2106,2106,4.70,19
2107,2107,9.08,32
2108,2108,1.71,10
2109,2109,8.73,31
2110,2110,5.79,22
2111,2111,14.01,47
2112,2112,11.47,39
2113,2113,12.50,42
2114,2114,4.13,17
2115,2115,3.04,14
2116,2116,6.40,24
2117,2117,7.60,28
2118,2118,9.83,35
2119,2119,3.21,15
2120,2120,6.09,23
2121,2121,3.60,16
2122,2122,9.48,33
2123,2123,6.83,25
2124,2124,12.23,42
2125,2125,7.83,28
2126,2126,12.30,42
2127,2127,4.57,19
2128,2128,8.77,31
2129,2129,14.02,47
2130,2130,1.57,10
2131,2131,10.75,37
2132,2132,11.51,40
2133,2133,7.45,27
2134,2134,11.48,39
2135,2135,17.71,58
2136,2136,10.32,36
2137,2137,12.04,41
2138,2138,2.69,13
2139,2139,8.75,31
2140,2140,1.55,10
2141,2141,9.85,35
2142,2142,12.83,44
2143,2143,4.82,19
2144,2144,9.36,33
2145,2145,15.10,50
2146,2146,12.99,44
2147,2147,6.48,24
2148,2148,4.89,20
2149,2149,11.79,40
2150,2150,1.54,10
2151,2151,5.27,21
2152,2152,4.47,18
2153,2153,6.38,24
2154,2154,3.85,17
2155,2155,7.70,28
2156,2156,4.56,19
2157,2157,1.63,10
2158,2158,3.77,16
2159,2159,10.60,37
2160,2160,6.57,25
2161,2161,3.84,17
2162,2162,2.93,14
2163,2163,3.68,16
2164,2164,14.99,50
2165,2165,1.80,10
2166,2166,3.18,15
2167,2167,14.34,48
2168,2168,15.08,50
2169,2169,8.11,29
2170,2170,8.86,32
2171,2171,8.50,30
2172,2172,6.84,26
2173,2173,6.83,25
2174,2174,3.73,16
2175,2175,6.46,24
2176,2176,10.38,36
2177,2177,5.95,23
2178,2178,11.02,38
2179,2179,13.13,44
2180,2180,10.12,35
2181,2181,10.57,37
2182,2182,5.71,22
2183,2183,12.12,41
2184,2184,2.37,12
2185,2185,11.43,39
2186,2186,12.25,42
2187,2187,1.80,10
2188,2188,3.24,15
2189,2189,2.94,14
2190,2190,9.65,34
2191,2191,3.87,17
2192,2192,6.46,24
2193,2193,8.00,29
2194,2194,5.71,22
2195,2195,9.15,32
2196,2196,1.93,11
2197,2197,5.81,22
2198,2198,5.59,22
2199,2199,3.37,15
2200,2200,14.95,50
2201,2201,6.86,26
2202,2202,2.88,14
2203,2203,14.77,49
2204,2204,9.17,33
2205,2205,9.70,34
2206,2206,9.78,34
2207,2207,10.76,37
2208,2208,11.72,40
2209,2209,10.60,37
2210,2210,6.73,25
2211,2211,7.49,27
2212,2212,13.66,46
2213,2213,5.81,22
2214,2214,10.54,37
2215,2215,8.75,31
2216,2216,10.39,36
2217,2217,6.75,25
2218,2218,6.29,24
2219,2219,3.23,15
2220,2220,8.99,32
2221,2221,2.67,13
2222,2222,6.95,26
2223,2223,8.20,30
2224,2224,4.06,17
2225,2225,8.22,30
2226,2226,3.07,14
2227,2227,12.13,41
2228,2228,4.31,18
2229,2229,8.03,29
2230,2230,6.90,26
2231,2231,8.36,30
2232,2232,6.84,26
2233,2233,4.41,18
2234,2234,14.20,48
2235,2235,7.52,28
2236,2236,9.87,35
2237,2237,11.40,39
2238,2238,10.10,35
2239,2239,6.19,24
2240,2240,4.32,18
2241,2241,8.86,32
2242,2242,9.97,35
2243,2243,7.14,26
2244,2244,10.47,36
2245,2245,4.77,19
2246,2246,10.97,38
2247,2247,1.08,8
2248,2248,7.89,29
2249,2249,11.74,40
2250,2250,11.05,38
2251,2251,12.82,43
2252,2252,1.69,10
2253,2253,7.33,27
2254,2254,6.90,26
2255,2255,5.20,21
2256,2256,5.53,22
2257,2257,14.37,48
2258,2258,3.66,16
2259,2259,11.77,40
2260,2260,4.40,18
2261,2261,1.96,11
2262,2262,7.51,28
2263,2263,4.89,20
2264,2264,5.88,23
2265,2265,4.03,17
2266,2266,15.71,52
2267,2267,9.30,33
2268,2268,4.46,18
2269,2269,0.79,7
2270,2270,3.25,15
2271,2271,3.45,15
2272,2272,8.02,29
2273,2273,3.85,17
2274,2274,7.69,28
2275,2275,7.23,27
2276,2276,6.52,25
2277,2277,7.56,28
2278,2278,2.92,14
2279,2279,6.98,26
2280,2280,11.35,39
2281,2281,6.97,26
2282,2282,7.80,28
2283,2283,10.60,37
2284,2284,11.13,38
2285,2285,6.14,23
2286,2286,8.36,30
2287,2287,8.38,30
2288,2288,4.10,17
2289,2289,5.04,20
2290,2290,7.13,26
2291,2291,13.72,46
2292,2292,4.30,18
2293,2293,11.58,40
2294,2294,5.73,22
2295,2295,11.44,39
2296,2296,9.62,34
2297,2297,16.54,55
2298,2298,3.44,15
2299,2299,6.74,25
2300,2300,5.23,21
2301,2301,11.21,39
2302,2302,3.16,14
2303,2303,8.80,31
2304,2304,12.47,42
2305,2305,1.77,10
2306,2306,5.56,22
2307,2307,12.99,44
2308,2308,7.01,26
2309,2309,16.09,53
2310,2310,3.25,15
2311,2311,2.30,12
2312,2312,14.19,48
2313,2313,3.86,17
2314,2314,5.12,20
2315,2315,11.66,40
2316,2316,9.17,33
2317,2317,7.58,28
2318,2318,16.22,54
2319,2319,4.32,18
2320,2320,12.18,42
2321,2321,10.57,37
2322,2322,2.17,12
2323,2323,0.66,7
2324,2324,15.61,52
2325,2325,5.17,21
2326,2326,6.40,24
2327,2327,5.38,21
2328,2328,8.54,31
2329,2329,2.33,12
2330,2330,3.55,16
2331,2331,9.65,34
2332,2332,11.93,41
2333,2333,13.94,47
2334,2334,13.63,46
2335,2335,11.43,39
2336,2336,8.95,32
2337,2337,8.01,29
2338,2338,3.69,16
2339,2339,5.16,20
2340,2340,5.70,22
2341,2341,3.45,15
2342,2342,12.94,44
2343,2343,10.73,37
2344,2344,7.78,28
2345,2345,7.79,28
2346,2346,10.82,37
2347,2347,7.93,29
2348,2348,10.48,36
2349,2349,13.97,47
2350,2350,11.15,38
2351,2351,2.81,13
2352,2352,6.35,24
2353,2353,5.40,21
2354,2354,14.96,50
2355,2355,7.33,27
2356,2356,0.19,6
2357,2357,6.95,26
2358,2358,16.58,55
2359,2359,4.28,18
2360,2360,9.32,33
2361,2361,9.27,33
2362,2362,8.62,31
2363,2363,9.40,33
2364,2364,3.16,14
2365,2365,13.80,46
2366,2366,5.96,23
2367,2367,8.39,30
2368,2368,12.79,43
2369,2369,10.95,38
2370,2370,5.31,21
2371,2371,7.46,27
2372,2372,1.46,9
2373,2373,1.68,10
2374,2374,14.16,47
2375,2375,11.29,39
2376,2376,10.11,35
2377,2377,4.45,18
2378,2378,17.54,58
2379,2379,15.98,53
2380,2380,1.31,9
2381,2381,3.63,16
2382,2382,9.50,34
2383,2383,8.22,30
2384,2384,11.64,40
2385,2385,8.68,31
2386,2386,11.75,40
2387,2387,3.40,15
2388,2388,13.66,46
2389,2389,15.99,53
2390,2390,3.87,17
2391,2391,16.15,53
2392,2392,8.61,31
2393,2393,9.72,34
2394,2394,2.76,13
2395,2395,7.66,28
2396,2396,3.04,14
2397,2397,3.76,16
2398,2398,10.73,37
2399,2399,4.74,19
2400,2400,5.03,20
2401,2401,10.50,37
2402,2402,12.25,42
2403,2403,5.04,20
2404,2404,12.43,42
2405,2405,4.07,17
2406,2406,4.86,20
2407,2407,9.85,35
2408,2408,15.97,53
2409,2409,9.34,33
2410,2410,11.23,39
2411,2411,9.48,33
2412,2412,3.71,16
2413,2413,13.61,46
2414,2414,6.80,25
2415,2415,9.91,35
2416,2416,10.13,35
2417,2417,6.43,24
2418,2418,8.81,31
2419,2419,14.22,48
2420,2420,7.98,29
2421,2421,3.37,15
2422,2422,5.20,21
2423,2423,4.58,19
2424,2424,5.27,21
2425,2425,5.31,21
2426,2426,7.78,28
2427,2427,11.65,40
2428,2428,5.10,20
2429,2429,6.30,24
2430,2430,6.82,25
2431,2431,5.08,20
2432,2432,7.10,26
2433,2433,5.88,23
2434,2434,12.46,42
2435,2435,8.63,31
2436,2436,6.17,24
2437,2437,9.30,33
2438,2438,7.80,28
2439,2439,1.30,9
2440,2440,8.86,32
2441,2441,7.41,27
2442,2442,5.59,22
2443,2443,1.16,8
2444,2444,2.93,14
2445,2445,6.49,24
2446,2446,2.81,13
2447,2447,6.01,23
2448,2448,12.01,41
2449,2449,3.79,16
2450,2450,11.36,39
2451,2451,3.85,17
2452,2452,6.28,24
2453,2453,11.66,40
2454,2454,9.71,34
2455,2455,7.58,28
2456,2456,7.22,27
2457,2457,12.32,42
2458,2458,1.77,10
2459,2459,11.95,41
2460,2460,11.22,39
2461,2461,2.67,13
2462,2462,8.62,31
2463,2463,8.37,30
2464,2464,4.24,18
2465,2465,16.26,54
2466,2466,7.88,29
2467,2467,2.05,11
2468,2468,13.23,45
2469,2469,5.53,22
2470,2470,2.12,11
2471,2471,12.49,42
2472,2472,0.92,8
2473,2473,7.07,26
2474,2474,1.27,9
2475,2475,2.81,13
2476,2476,10.77,37
2477,2477,4.82,19
2478,2478,11.99,41
2479,2479,6.92,26
2480,2480,16.13,53
2481,2481,12.74,43
2482,2482,9.62,34
2483,2483,10.05,35
2484,2484,4.63,19
2485,2485,13.81,46
2486,2486,6.45,24
2487,2487,2.64,13
2488,2488,6.21,24
2489,2489,2.53,13
2490,2490,8.96,32
2491,2491,12.18,42
2492,2492,6.91,26
2493,2493,6.03,23
